id;job;marital;education
178;retired;single;professional.course
178;retired;single;professional.course
179;admin.;single;unknown
180;blue-collar;married;basic.9y
180;blue-collar;married;basic.9y
181;management;married;university.degree
182;entrepreneur;married;university.degree
183;technician;married;unknown
184;management;married;basic.4y
185;retired;married;high.school
185;retired;married;high.school
186;management;married;university.degree
187;admin.;married;high.school
188;blue-collar;married;basic.6y
189;self-employed;married;high.school
190;blue-collar;married;basic.6y
191;blue-collar;single;basic.9y
192;housemaid;married;basic.4y
193;technician;married;professional.course
194;services;single;basic.9y
195;blue-collar;married;basic.6y
196;blue-collar;married;basic.9y
197;blue-collar;divorced;high.school
197;blue-collar;divorced;high.school
198;technician;married;professional.course
199;technician;married;university.degree
200;student;single;university.degree
201;student;single;high.school
202;admin.;divorced;basic.9y
203;self-employed;married;university.degree
204;services;married;basic.9y
205;admin.;single;high.school
206;blue-collar;single;basic.6y
206;blue-collar;single;basic.6y
207;management;married;basic.4y
208;management;married;university.degree
209;services;married;professional.course
210;blue-collar;married;unknown
211;entrepreneur;married;university.degree
212;services;married;high.school
212;services;married;high.school
213;technician;married;professional.course
214;blue-collar;divorced;basic.9y
215;admin.;married;university.degree
215;admin.;married;university.degree
216;services;single;university.degree
217;management;married;university.degree
218;admin.;single;university.degree
219;blue-collar;married;basic.9y
220;retired;married;basic.9y
221;student;single;high.school
221;student;single;high.school
222;entrepreneur;single;university.degree
223;admin.;married;professional.course
224;management;married;basic.6y
225;blue-collar;divorced;unknown
226;technician;single;professional.course
227;retired;married;basic.4y
228;blue-collar;married;basic.4y
229;retired;single;basic.4y
230;unknown;single;basic.9y
230;unknown;single;basic.9y
231;blue-collar;married;unknown
232;services;married;high.school
233;unemployed;married;unknown
234;admin.;single;university.degree
235;retired;married;basic.4y
236;blue-collar;married;basic.9y
237;blue-collar;single;basic.6y
238;services;married;high.school
239;services;married;high.school
240;unknown;married;basic.4y
241;blue-collar;married;basic.9y
241;blue-collar;married;basic.9y
242;technician;married;professional.course
243;services;married;high.school
244;management;married;university.degree
245;technician;single;professional.course
246;blue-collar;divorced;basic.6y
247;housemaid;single;university.degree
248;admin.;married;basic.9y
249;self-employed;married;basic.9y
250;admin.;married;high.school
251;admin.;divorced;university.degree
252;admin.;married;university.degree
252;admin.;married;university.degree
253;technician;married;professional.course
254;management;married;unknown
255;technician;single;university.degree
256;management;married;university.degree
257;admin.;married;high.school
258;blue-collar;married;unknown
259;admin.;single;high.school
260;self-employed;married;university.degree
261;technician;married;basic.9y
262;technician;married;professional.course
263;admin.;married;professional.course
264;blue-collar;married;basic.9y
265;admin.;single;university.degree
266;services;married;high.school
267;unemployed;single;university.degree
268;unemployed;married;high.school
269;blue-collar;married;basic.4y
270;housemaid;married;high.school
271;admin.;single;university.degree
271;admin.;single;university.degree
272;blue-collar;married;basic.6y
273;retired;unknown;basic.4y
274;services;married;high.school
275;technician;single;high.school
276;services;married;high.school
277;blue-collar;married;basic.4y
278;admin.;single;university.degree
279;student;single;basic.9y
280;entrepreneur;married;university.degree
281;blue-collar;married;basic.4y
282;management;married;basic.4y
283;self-employed;single;university.degree
284;self-employed;married;basic.9y
285;technician;married;high.school
286;housemaid;single;high.school
287;blue-collar;married;basic.9y
288;blue-collar;single;basic.6y
289;technician;married;professional.course
290;blue-collar;married;basic.6y
291;blue-collar;single;basic.9y
292;admin.;married;professional.course
293;technician;single;university.degree
294;management;married;university.degree
295;blue-collar;married;basic.4y
296;management;married;university.degree
297;admin.;single;university.degree
297;admin.;single;university.degree
298;blue-collar;single;basic.9y
299;technician;single;unknown
299;technician;single;unknown
300;unemployed;single;university.degree
301;technician;married;professional.course
302;entrepreneur;married;university.degree
303;retired;married;basic.9y
304;admin.;single;high.school
305;self-employed;married;university.degree
306;blue-collar;married;unknown
306;blue-collar;married;unknown
307;blue-collar;divorced;unknown
308;admin.;single;university.degree
309;blue-collar;married;basic.9y
309;blue-collar;married;basic.9y
310;admin.;married;university.degree
310;admin.;married;university.degree
311;admin.;single;university.degree
312;admin.;married;university.degree
313;technician;married;university.degree
314;admin.;divorced;high.school
315;retired;divorced;basic.4y
315;retired;divorced;basic.4y
316;admin.;single;university.degree
316;admin.;single;university.degree
317;blue-collar;single;high.school
318;admin.;married;university.degree
319;admin.;married;university.degree
319;admin.;married;university.degree
320;entrepreneur;married;basic.9y
321;blue-collar;married;basic.9y
322;housemaid;divorced;basic.6y
322;housemaid;divorced;basic.6y
323;admin.;divorced;university.degree
324;services;married;high.school
325;blue-collar;married;high.school
326;admin.;married;university.degree
326;admin.;married;university.degree
327;admin.;single;university.degree
328;technician;married;professional.course
329;services;married;high.school
330;admin.;single;university.degree
331;admin.;married;university.degree
331;admin.;married;university.degree
332;self-employed;single;university.degree
333;entrepreneur;married;university.degree
334;management;married;university.degree
335;blue-collar;divorced;basic.6y
336;entrepreneur;divorced;university.degree
337;admin.;married;high.school
338;unemployed;married;university.degree
339;retired;married;basic.4y
340;technician;divorced;professional.course
341;admin.;married;high.school
342;technician;married;high.school
343;services;married;basic.6y
344;services;single;basic.9y
345;unknown;married;unknown
346;blue-collar;married;basic.9y
347;self-employed;married;basic.4y
348;blue-collar;married;high.school
349;blue-collar;married;basic.4y
350;admin.;divorced;university.degree
351;admin.;married;university.degree
352;technician;married;basic.9y
353;admin.;married;university.degree
354;technician;married;professional.course
355;unknown;married;basic.6y
355;unknown;married;basic.6y
356;entrepreneur;married;university.degree
357;services;married;high.school
358;admin.;divorced;high.school
359;admin.;single;university.degree
360;services;married;basic.9y
361;admin.;single;university.degree
362;blue-collar;married;professional.course
363;unemployed;married;high.school
364;services;single;basic.4y
365;technician;married;professional.course
366;blue-collar;married;basic.4y
367;admin.;married;high.school
367;admin.;married;high.school
368;management;married;university.degree
369;management;single;university.degree
370;blue-collar;married;basic.6y
371;admin.;divorced;university.degree
372;services;divorced;high.school
373;unemployed;married;basic.4y
374;blue-collar;married;basic.9y
375;management;divorced;basic.4y
376;technician;single;professional.course
377;entrepreneur;married;professional.course
378;blue-collar;married;basic.9y
379;admin.;married;university.degree
380;admin.;divorced;high.school
381;blue-collar;married;basic.9y
382;unemployed;married;high.school
383;admin.;single;high.school
384;services;divorced;unknown
385;admin.;single;unknown
386;unemployed;married;basic.4y
387;services;married;high.school
388;technician;single;university.degree
389;admin.;divorced;high.school
390;admin.;married;high.school
391;management;married;university.degree
392;technician;single;university.degree
393;self-employed;married;basic.9y
394;technician;married;high.school
395;admin.;married;basic.9y
396;admin.;single;university.degree
397;blue-collar;married;basic.9y
398;admin.;single;high.school
399;self-employed;divorced;university.degree
400;admin.;single;university.degree
401;management;divorced;university.degree
402;self-employed;single;basic.9y
403;technician;single;university.degree
403;technician;single;university.degree
404;admin.;single;university.degree
405;technician;married;professional.course
406;retired;married;basic.4y
407;blue-collar;married;basic.4y
408;technician;divorced;professional.course
409;technician;married;basic.6y
409;technician;married;basic.6y
410;entrepreneur;married;basic.4y
411;blue-collar;married;unknown
412;blue-collar;married;unknown
413;blue-collar;married;basic.4y
414;admin.;single;university.degree
415;blue-collar;married;basic.6y
415;blue-collar;married;basic.6y
416;admin.;married;high.school
417;blue-collar;married;basic.4y
418;technician;single;university.degree
419;technician;divorced;basic.4y
420;management;single;university.degree
421;blue-collar;married;high.school
422;admin.;single;high.school
423;technician;married;professional.course
424;student;single;high.school
425;management;married;university.degree
426;blue-collar;married;basic.6y
427;admin.;divorced;basic.9y
428;technician;married;professional.course
429;admin.;married;basic.4y
430;blue-collar;married;basic.4y
431;blue-collar;divorced;basic.9y
432;blue-collar;married;basic.4y
433;entrepreneur;married;university.degree
433;entrepreneur;married;university.degree
434;admin.;single;university.degree
435;admin.;single;university.degree
436;admin.;single;university.degree
437;management;married;university.degree
438;self-employed;married;university.degree
439;blue-collar;married;unknown
439;blue-collar;married;unknown
440;student;single;high.school
441;management;married;university.degree
442;unemployed;married;basic.4y
443;admin.;married;high.school
444;blue-collar;married;basic.4y
445;admin.;married;high.school
446;blue-collar;married;high.school
447;services;married;high.school
448;admin.;single;professional.course
449;housemaid;divorced;professional.course
450;technician;married;university.degree
451;retired;married;university.degree
452;management;single;basic.4y
453;management;married;university.degree
454;technician;married;professional.course
455;technician;married;professional.course
456;blue-collar;single;basic.9y
457;entrepreneur;married;unknown
458;management;married;university.degree
458;management;married;university.degree
459;technician;married;university.degree
460;admin.;married;university.degree
461;self-employed;married;university.degree
462;services;married;university.degree
463;management;married;university.degree
464;technician;married;university.degree
464;technician;married;university.degree
465;blue-collar;married;basic.4y
466;housemaid;married;basic.4y
466;housemaid;married;basic.4y
467;management;divorced;basic.6y
468;unknown;married;university.degree
469;services;single;high.school
470;self-employed;single;professional.course
471;services;married;high.school
472;blue-collar;married;basic.9y
472;blue-collar;married;basic.9y
473;admin.;married;university.degree
474;technician;divorced;university.degree
475;blue-collar;married;basic.4y
476;technician;single;university.degree
477;admin.;married;university.degree
478;student;single;unknown
479;admin.;married;high.school
480;technician;married;professional.course
481;unknown;married;unknown
482;self-employed;married;basic.9y
483;blue-collar;single;basic.9y
484;technician;single;university.degree
485;admin.;married;unknown
486;blue-collar;married;basic.4y
487;entrepreneur;married;basic.4y
488;blue-collar;single;basic.9y
489;admin.;married;university.degree
490;services;married;basic.4y
491;blue-collar;married;basic.4y
491;blue-collar;married;basic.4y
492;management;divorced;university.degree
493;entrepreneur;married;basic.9y
494;blue-collar;married;high.school
495;management;married;university.degree
495;management;married;university.degree
496;technician;married;professional.course
496;technician;married;professional.course
497;blue-collar;single;high.school
498;admin.;single;university.degree
499;blue-collar;married;basic.6y
500;unknown;single;university.degree
501;admin.;married;basic.6y
502;unknown;married;unknown
502;unknown;married;unknown
503;management;divorced;university.degree
504;self-employed;single;university.degree
505;housemaid;married;basic.4y
506;blue-collar;married;professional.course
507;technician;single;university.degree
508;management;married;unknown
509;technician;single;university.degree
510;management;married;university.degree
511;blue-collar;married;basic.6y
512;admin.;single;university.degree
512;admin.;single;university.degree
513;blue-collar;married;high.school
514;blue-collar;married;basic.9y
515;blue-collar;single;basic.9y
516;blue-collar;divorced;basic.4y
517;admin.;married;professional.course
518;management;married;university.degree
519;self-employed;married;university.degree
520;technician;married;professional.course
521;retired;married;unknown
522;admin.;married;university.degree
523;services;divorced;basic.9y
524;admin.;single;university.degree
525;blue-collar;married;basic.9y
526;admin.;married;university.degree
527;entrepreneur;married;university.degree
528;blue-collar;married;basic.9y
529;unknown;married;high.school
530;entrepreneur;married;basic.4y
531;blue-collar;married;basic.6y
532;technician;married;professional.course
533;unemployed;divorced;basic.9y
534;blue-collar;married;professional.course
535;blue-collar;married;basic.9y
535;blue-collar;married;basic.9y
536;blue-collar;single;basic.6y
537;admin.;married;university.degree
538;retired;married;university.degree
539;management;married;high.school
539;management;married;high.school
540;services;married;high.school
541;entrepreneur;divorced;professional.course
542;technician;single;university.degree
543;admin.;married;university.degree
544;blue-collar;married;high.school
545;blue-collar;married;basic.4y
545;blue-collar;married;basic.4y
546;technician;single;professional.course
547;blue-collar;divorced;basic.4y
548;blue-collar;married;basic.4y
549;admin.;single;high.school
550;self-employed;married;basic.9y
551;unemployed;married;basic.9y
552;student;single;high.school
552;student;single;high.school
553;technician;single;professional.course
554;student;single;high.school
555;technician;married;university.degree
556;technician;single;university.degree
556;technician;single;university.degree
557;unemployed;married;basic.4y
558;admin.;married;high.school
559;technician;single;university.degree
560;management;married;university.degree
561;admin.;married;university.degree
562;unemployed;married;university.degree
563;technician;divorced;professional.course
564;retired;married;basic.4y
565;technician;married;professional.course
566;blue-collar;married;professional.course
567;technician;divorced;professional.course
568;blue-collar;married;high.school
569;blue-collar;single;basic.6y
569;blue-collar;single;basic.6y
570;admin.;single;university.degree
571;management;married;university.degree
572;blue-collar;married;basic.9y
573;housemaid;married;basic.4y
574;services;married;high.school
575;blue-collar;married;basic.6y
576;admin.;married;university.degree
577;admin.;single;university.degree
577;admin.;single;university.degree
578;admin.;married;university.degree
579;blue-collar;divorced;basic.9y
580;blue-collar;single;basic.9y
581;admin.;divorced;basic.6y
582;technician;married;basic.9y
583;technician;single;professional.course
584;services;married;basic.9y
585;admin.;divorced;high.school
586;technician;married;high.school
587;technician;single;university.degree
588;management;married;basic.4y
589;management;single;high.school
590;management;married;unknown
591;technician;married;professional.course
592;admin.;single;high.school
593;admin.;single;university.degree
594;technician;divorced;high.school
595;self-employed;married;university.degree
595;self-employed;married;university.degree
596;blue-collar;divorced;basic.9y
597;blue-collar;married;basic.6y
597;blue-collar;married;basic.6y
598;technician;single;university.degree
599;technician;married;basic.9y
600;admin.;single;high.school
601;student;single;university.degree
602;self-employed;married;university.degree
603;technician;married;university.degree
604;student;single;unknown
605;blue-collar;married;high.school
606;admin.;married;basic.9y
607;retired;married;high.school
608;retired;divorced;high.school
609;technician;married;university.degree
610;technician;single;university.degree
611;blue-collar;married;basic.6y
612;admin.;married;high.school
613;blue-collar;single;high.school
614;services;married;high.school
615;admin.;married;high.school
616;unknown;single;unknown
617;technician;married;university.degree
618;blue-collar;married;basic.4y
619;admin.;married;university.degree
620;services;married;professional.course
621;management;married;university.degree
622;management;married;university.degree
623;blue-collar;married;basic.4y
624;management;married;university.degree
625;admin.;married;university.degree
626;services;single;high.school
627;management;married;professional.course
628;admin.;married;university.degree
629;admin.;single;high.school
630;admin.;married;professional.course
631;blue-collar;single;basic.9y
632;entrepreneur;married;university.degree
633;blue-collar;married;basic.9y
634;admin.;single;university.degree
635;technician;married;professional.course
636;admin.;married;high.school
637;management;single;university.degree
638;admin.;married;university.degree
639;admin.;single;high.school
640;blue-collar;married;basic.9y
641;admin.;married;university.degree
642;blue-collar;single;basic.9y
643;housemaid;divorced;university.degree
643;housemaid;divorced;university.degree
644;blue-collar;married;high.school
645;technician;married;professional.course
646;retired;divorced;basic.6y
647;blue-collar;married;unknown
648;blue-collar;divorced;unknown
649;admin.;married;professional.course
650;blue-collar;married;high.school
651;blue-collar;divorced;basic.9y
652;blue-collar;married;basic.9y
653;entrepreneur;married;university.degree
654;services;married;high.school
655;retired;single;basic.6y
656;admin.;married;university.degree
656;admin.;married;university.degree
657;technician;married;university.degree
658;admin.;married;university.degree
659;student;single;university.degree
660;blue-collar;single;basic.9y
661;student;single;high.school
662;technician;married;university.degree
663;admin.;married;high.school
664;services;married;basic.9y
665;technician;single;university.degree
666;blue-collar;single;basic.4y
667;self-employed;married;high.school
668;blue-collar;married;basic.9y
669;blue-collar;married;basic.4y
670;technician;single;high.school
671;housemaid;divorced;university.degree
671;housemaid;divorced;university.degree
672;unemployed;married;high.school
673;retired;married;university.degree
674;admin.;single;university.degree
675;unemployed;married;university.degree
676;blue-collar;single;basic.4y
677;technician;married;university.degree
677;technician;married;university.degree
678;blue-collar;married;basic.4y
679;blue-collar;married;basic.6y
680;technician;single;high.school
681;management;married;high.school
681;management;married;high.school
682;management;married;university.degree
683;technician;married;professional.course
683;technician;married;professional.course
684;management;married;university.degree
685;entrepreneur;married;university.degree
686;retired;married;basic.4y
687;blue-collar;married;basic.6y
688;blue-collar;married;basic.9y
689;self-employed;single;university.degree
690;entrepreneur;married;university.degree
691;services;married;professional.course
691;services;married;professional.course
692;technician;single;high.school
693;unemployed;married;university.degree
694;technician;single;university.degree
694;technician;single;university.degree
695;technician;single;basic.9y
696;admin.;married;university.degree
697;retired;married;unknown
698;admin.;married;university.degree
699;technician;married;professional.course
700;technician;married;professional.course
701;blue-collar;married;basic.4y
702;management;single;basic.9y
703;admin.;married;university.degree
704;technician;married;university.degree
705;blue-collar;married;basic.6y
706;services;married;university.degree
706;services;married;university.degree
707;blue-collar;married;basic.4y
708;student;single;university.degree
709;housemaid;single;high.school
710;admin.;single;high.school
711;blue-collar;married;basic.4y
712;admin.;married;university.degree
713;admin.;single;high.school
714;admin.;married;high.school
715;retired;single;basic.4y
716;admin.;single;university.degree
717;admin.;married;university.degree
718;housemaid;single;university.degree
719;student;single;high.school
719;student;single;high.school
720;blue-collar;single;basic.9y
721;admin.;single;high.school
722;management;divorced;university.degree
723;admin.;married;university.degree
724;admin.;single;university.degree
725;services;married;high.school
726;self-employed;married;basic.6y
727;admin.;married;high.school
728;unemployed;single;basic.4y
729;management;married;university.degree
730;services;married;high.school
731;technician;married;professional.course
732;blue-collar;married;basic.6y
733;admin.;married;high.school
734;admin.;married;university.degree
734;admin.;married;university.degree
735;admin.;single;university.degree
736;technician;single;university.degree
737;admin.;single;university.degree
738;technician;single;professional.course
739;blue-collar;married;basic.4y
740;admin.;married;high.school
741;admin.;married;unknown
742;housemaid;single;basic.4y
743;admin.;married;university.degree
744;technician;married;high.school
745;management;divorced;basic.9y
745;management;divorced;basic.9y
746;technician;single;high.school
747;blue-collar;single;high.school
748;admin.;single;high.school
749;technician;married;basic.9y
750;technician;single;high.school
751;retired;married;university.degree
752;management;married;university.degree
752;management;married;university.degree
753;student;single;unknown
754;retired;married;basic.4y
755;blue-collar;married;professional.course
756;blue-collar;single;unknown
756;blue-collar;single;unknown
757;admin.;married;university.degree
758;admin.;married;high.school
759;admin.;married;high.school
760;admin.;single;university.degree
761;technician;married;basic.6y
762;retired;single;high.school
762;retired;single;high.school
763;blue-collar;single;high.school
764;admin.;single;university.degree
765;retired;divorced;professional.course
766;blue-collar;married;basic.9y
767;technician;single;university.degree
768;retired;divorced;professional.course
769;admin.;single;university.degree
770;technician;married;professional.course
771;technician;married;high.school
772;technician;divorced;university.degree
773;blue-collar;married;basic.9y
774;technician;married;basic.9y
775;blue-collar;married;basic.9y
776;admin.;married;university.degree
777;technician;single;university.degree
778;admin.;single;high.school
779;student;married;university.degree
780;admin.;single;university.degree
781;blue-collar;married;basic.4y
782;technician;single;professional.course
783;admin.;single;university.degree
784;technician;married;professional.course
785;blue-collar;married;basic.9y
786;technician;married;high.school
786;technician;married;high.school
787;technician;single;university.degree
788;retired;married;university.degree
789;management;married;high.school
790;technician;married;professional.course
791;admin.;single;university.degree
791;admin.;single;university.degree
792;technician;married;professional.course
793;entrepreneur;divorced;university.degree
794;blue-collar;divorced;basic.9y
795;technician;married;professional.course
796;technician;married;basic.9y
797;technician;single;university.degree
798;admin.;single;university.degree
799;student;single;high.school
800;blue-collar;married;basic.6y
801;admin.;single;university.degree
802;admin.;married;university.degree
803;housemaid;married;basic.4y
803;housemaid;married;basic.4y
804;retired;married;high.school
805;management;single;basic.9y
806;management;married;university.degree
807;services;married;high.school
808;technician;married;university.degree
809;technician;single;professional.course
810;technician;single;professional.course
811;admin.;single;high.school
812;blue-collar;married;basic.4y
813;management;married;university.degree
813;management;married;university.degree
814;admin.;married;university.degree
815;services;married;high.school
816;blue-collar;single;basic.4y
817;services;married;professional.course
817;services;married;professional.course
818;admin.;married;high.school
819;admin.;single;university.degree
820;technician;married;professional.course
821;services;married;high.school
822;admin.;single;university.degree
823;services;divorced;basic.9y
824;housemaid;divorced;basic.4y
825;services;single;high.school
826;blue-collar;married;basic.9y
827;admin.;divorced;university.degree
828;technician;married;university.degree
829;blue-collar;married;basic.4y
830;blue-collar;married;professional.course
831;technician;single;professional.course
832;admin.;single;university.degree
832;admin.;single;university.degree
833;admin.;single;university.degree
834;technician;married;high.school
835;blue-collar;single;basic.4y
836;technician;married;professional.course
837;blue-collar;married;basic.6y
838;admin.;single;university.degree
839;blue-collar;married;basic.4y
839;blue-collar;married;basic.4y
840;entrepreneur;married;basic.4y
841;admin.;married;university.degree
842;blue-collar;married;basic.4y
843;blue-collar;divorced;basic.9y
843;blue-collar;divorced;basic.9y
844;management;married;university.degree
844;management;married;university.degree
845;admin.;single;high.school
846;management;married;unknown
847;admin.;married;university.degree
848;blue-collar;married;basic.4y
849;admin.;single;university.degree
850;unemployed;married;professional.course
851;blue-collar;married;basic.4y
852;admin.;married;unknown
853;admin.;married;high.school
854;admin.;divorced;university.degree
855;admin.;married;university.degree
856;technician;single;university.degree
857;blue-collar;single;basic.9y
858;blue-collar;married;basic.4y
858;blue-collar;married;basic.4y
859;blue-collar;married;basic.9y
860;entrepreneur;married;professional.course
861;blue-collar;single;professional.course
862;student;single;unknown
863;management;married;high.school
863;management;married;high.school
864;services;divorced;basic.9y
865;admin.;married;university.degree
866;technician;married;university.degree
867;admin.;single;professional.course
868;blue-collar;married;basic.4y
869;admin.;married;basic.9y
870;services;single;basic.9y
870;services;single;basic.9y
871;blue-collar;single;basic.9y
872;admin.;married;university.degree
872;admin.;married;university.degree
873;technician;married;professional.course
874;admin.;married;unknown
875;admin.;married;high.school
876;technician;single;high.school
877;technician;married;basic.4y
878;admin.;married;university.degree
879;technician;married;professional.course
880;blue-collar;single;basic.4y
881;management;divorced;university.degree
882;admin.;single;basic.6y
883;self-employed;unknown;university.degree
884;services;married;high.school
885;blue-collar;single;basic.9y
886;services;divorced;high.school
887;technician;married;university.degree
888;services;single;high.school
889;housemaid;single;professional.course
890;admin.;divorced;university.degree
890;admin.;divorced;university.degree
891;self-employed;divorced;university.degree
892;blue-collar;married;basic.9y
893;blue-collar;married;basic.9y
894;admin.;married;high.school
895;housemaid;married;basic.4y
896;entrepreneur;married;basic.9y
897;self-employed;married;basic.4y
898;admin.;married;university.degree
898;admin.;married;university.degree
899;blue-collar;married;basic.6y
900;student;single;unknown
901;unemployed;married;basic.9y
902;blue-collar;married;basic.9y
903;admin.;married;university.degree
904;admin.;single;high.school
904;admin.;single;high.school
905;technician;divorced;unknown
906;retired;divorced;professional.course
907;blue-collar;single;basic.9y
908;management;married;university.degree
909;student;single;high.school
910;management;married;university.degree
911;admin.;married;basic.9y
912;technician;married;university.degree
913;student;single;unknown
914;technician;single;university.degree
915;services;single;high.school
916;self-employed;single;high.school
916;self-employed;single;high.school
917;services;married;high.school
918;blue-collar;single;basic.6y
919;blue-collar;married;basic.9y
920;self-employed;divorced;basic.9y
921;services;single;high.school
922;admin.;married;high.school
923;admin.;single;university.degree
924;technician;divorced;professional.course
925;self-employed;single;professional.course
926;technician;single;professional.course
927;blue-collar;married;basic.9y
928;services;married;high.school
929;blue-collar;married;basic.9y
930;blue-collar;married;basic.9y
931;blue-collar;married;basic.9y
932;admin.;married;high.school
933;admin.;single;university.degree
933;admin.;single;university.degree
934;services;divorced;high.school
935;blue-collar;single;basic.9y
936;blue-collar;married;basic.9y
937;unknown;married;unknown
938;management;married;university.degree
939;blue-collar;married;basic.4y
940;admin.;single;high.school
941;admin.;married;basic.9y
942;blue-collar;married;basic.6y
943;retired;married;professional.course
944;management;married;basic.9y
